meter_name,monthly_consumption,month,date
Lam Sơn 2-3,11347.6,2025-07,2025-07-31T00:00:00
Lam Sơn 2-3,10507.4,2025-08,2025-08-31T00:00:00
Lam Sơn 5-6,11545.7,2025-01,2025-01-31T00:00:00
Lam Sơn 5-6,9728.9,2025-02,2025-02-28T00:00:00
Lam Sơn 5-6,10761.0,2025-03,2025-03-31T00:00:00
Lam Sơn 5-6,10951.1,2025-04,2025-04-30T00:00:00
Lam Sơn 5-6,11585.1,2025-05,2025-05-31T00:00:00
Lam Sơn 5-6,10816.8,2025-06,2025-06-30T00:00:00
Lam Sơn 5-6,10926.6,2025-07,2025-07-31T00:00:00
Lam Sơn 5-6,11275.6,2025-08,2025-08-31T00:00:00
Lam Sơn 7,3241.7,2025-01,2025-01-31T00:00:00
Lam Sơn 7,2796.4,2025-02,2025-02-28T00:00:00
Lam Sơn 7,3144.8,2025-03,2025-03-31T00:00:00
Lam Sơn 7,2946.1,2025-04,2025-04-30T00:00:00
Lam Sơn 7,3258.8,2025-05,2025-05-31T00:00:00
Lam Sơn 7,3178.8,2025-06,2025-06-30T00:00:00
Lam Sơn 7,3347.6,2025-07,2025-07-31T00:00:00
Lam Sơn 7,3548.3,2025-08,2025-08-31T00:00:00
Lam Sơn 8,5805.2,2025-01,2025-01-31T00:00:00
Lam Sơn 8,4666.4,2025-02,2025-02-28T00:00:00
Lam Sơn 8,4996.8,2025-03,2025-03-31T00:00:00
Lam Sơn 8,5237.0,2025-04,2025-04-30T00:00:00
Lam Sơn 8,5671.5,2025-05,2025-05-31T00:00:00
Lam Sơn 8,5578.4,2025-06,2025-06-30T00:00:00
Lam Sơn 8,5876.0,2025-07,2025-07-31T00:00:00
Lam Sơn 8,6024.3,2025-08,2025-08-31T00:00:00
Lam Sơn 9,3694.9,2025-01,2025-01-31T00:00:00
Lam Sơn 9,3334.1,2025-02,2025-02-28T00:00:00
Lam Sơn 9,3474.2,2025-03,2025-03-31T00:00:00
Lam Sơn 9,3468.4,2025-04,2025-04-30T00:00:00
Lam Sơn 9,3672.3,2025-05,2025-05-31T00:00:00
Lam Sơn 9,3673.9,2025-06,2025-06-30T00:00:00
Lam Sơn 9,3739.3,2025-07,2025-07-31T00:00:00
Lam Sơn 9,4019.1,2025-08,2025-08-31T00:00:00
LÊ LỢI 1,6360.2,2025-01,2025-01-31T00:00:00
LÊ LỢI 1,5306.7,2025-02,2025-02-28T00:00:00
LÊ LỢI 1,6131.7,2025-03,2025-03-31T00:00:00
LÊ LỢI 1,5848.1,2025-04,2025-04-30T00:00:00
LÊ LỢI 1,6149.7,2025-05,2025-05-31T00:00:00
LÊ LỢI 1,6028.3,2025-06,2025-06-30T00:00:00
LÊ LỢI 1,6165.8,2025-07,2025-07-31T00:00:00
LÊ LỢI 1,6208.9,2025-08,2025-08-31T00:00:00
LÊ LỢI 2,13064.2,2025-01,2025-01-31T00:00:00
LÊ LỢI 2,11268.2,2025-02,2025-02-28T00:00:00
LÊ LỢI 2,12467.0,2025-03,2025-03-31T00:00:00
LÊ LỢI 2,12551.0,2025-04,2025-04-30T00:00:00
LÊ LỢI 2,13225.6,2025-05,2025-05-31T00:00:00
LÊ LỢI 2,11921.6,2025-06,2025-06-30T00:00:00
LÊ LỢI 2,12598.2,2025-07,2025-07-31T00:00:00
LÊ LỢI 2,13363.9,2025-08,2025-08-31T00:00:00
LÊ LỢI 3,5874.3,2025-01,2025-01-31T00:00:00
LÊ LỢI 3,4355.3,2025-02,2025-02-28T00:00:00
LÊ LỢI 3,4985.2,2025-03,2025-03-31T00:00:00
LÊ LỢI 3,4929.1,2025-04,2025-04-30T00:00:00
LÊ LỢI 3,5281.5,2025-05,2025-05-31T00:00:00
LÊ LỢI 3,5149.4,2025-06,2025-06-30T00:00:00
LÊ LỢI 3,5339.9,2025-07,2025-07-31T00:00:00
LÊ LỢI 3,5287.2,2025-08,2025-08-31T00:00:00
LÊ LỢI 4,11367.1,2025-01,2025-01-31T00:00:00
LÊ LỢI 4,9524.7,2025-02,2025-02-28T00:00:00
LÊ LỢI 4,10551.0,2025-03,2025-03-31T00:00:00
LÊ LỢI 4,10681.4,2025-04,2025-04-30T00:00:00
LÊ LỢI 4,11202.5,2025-05,2025-05-31T00:00:00
LÊ LỢI 4,11103.0,2025-06,2025-06-30T00:00:00
LÊ LỢI 4,11454.9,2025-07,2025-07-31T00:00:00
LÊ LỢI 4,11418.1,2025-08,2025-08-31T00:00:00
Máy Chai 1,3889.8,2025-01,2025-01-31T00:00:00
Máy Chai 1,3223.3,2025-02,2025-02-28T00:00:00
Máy Chai 1,3846.7,2025-03,2025-03-31T00:00:00
Máy Chai 1,4113.3,2025-04,2025-04-30T00:00:00
Máy Chai 1,3964.0,2025-05,2025-05-31T00:00:00
Máy Chai 1,3995.6,2025-06,2025-06-30T00:00:00
Máy Chai 1,3859.1,2025-07,2025-07-31T00:00:00
Máy Chai 1,4142.3,2025-08,2025-08-31T00:00:00
Máy Chai 10,6259.0,2025-01,2025-01-31T00:00:00
Máy Chai 10,5329.2,2025-02,2025-02-28T00:00:00
Máy Chai 10,6082.4,2025-03,2025-03-31T00:00:00
Máy Chai 10,6012.2,2025-04,2025-04-30T00:00:00
Máy Chai 10,6608.8,2025-05,2025-05-31T00:00:00
Máy Chai 10,6783.1,2025-06,2025-06-30T00:00:00
Máy Chai 10,6636.5,2025-07,2025-07-31T00:00:00
Máy Chai 10,6568.2,2025-08,2025-08-31T00:00:00
MÁY CHAI 11,2519.2,2025-01,2025-01-31T00:00:00
MÁY CHAI 11,2134.5,2025-02,2025-02-28T00:00:00
MÁY CHAI 11,4093.0,2025-03,2025-03-31T00:00:00
MÁY CHAI 11,3837.1,2025-04,2025-04-30T00:00:00
MÁY CHAI 11,4141.5,2025-05,2025-05-31T00:00:00
MÁY CHAI 11,3955.9,2025-06,2025-06-30T00:00:00
MÁY CHAI 11,4125.1,2025-07,2025-07-31T00:00:00
MÁY CHAI 11,3910.6,2025-08,2025-08-31T00:00:00
Máy Chai 12,12352.1,2025-01,2025-01-31T00:00:00
Máy Chai 12,10749.8,2025-02,2025-02-28T00:00:00
Máy Chai 12,12150.8,2025-03,2025-03-31T00:00:00
Máy Chai 12,12150.0,2025-04,2025-04-30T00:00:00
Máy Chai 12,13205.0,2025-05,2025-05-31T00:00:00
Máy Chai 12,12970.3,2025-06,2025-06-30T00:00:00
Máy Chai 12,14038.4,2025-07,2025-07-31T00:00:00
Máy Chai 12,15020.5,2025-08,2025-08-31T00:00:00
Máy Chai 2,0.0,2025-01,2025-01-31T00:00:00
Máy Chai 2,0.0,2025-02,2025-02-28T00:00:00
Máy Chai 2,0.0,2025-03,2025-03-31T00:00:00
Máy Chai 2,0.0,2025-04,2025-04-30T00:00:00
Máy Chai 2,0.0,2025-05,2025-05-31T00:00:00
Máy Chai 2,0.0,2025-06,2025-06-30T00:00:00
Máy Chai 2,0.0,2025-07,2025-07-31T00:00:00
Máy Chai 2,0.0,2025-08,2025-08-31T00:00:00
MÁY CHAI 3,11486.6,2025-01,2025-01-31T00:00:00
MÁY CHAI 3,10618.7,2025-02,2025-02-28T00:00:00
MÁY CHAI 3,11920.1,2025-03,2025-03-31T00:00:00
MÁY CHAI 3,11919.2,2025-04,2025-04-30T00:00:00
MÁY CHAI 3,14851.4,2025-05,2025-05-31T00:00:00
MÁY CHAI 3,14154.2,2025-06,2025-06-30T00:00:00
MÁY CHAI 3,14202.1,2025-07,2025-07-31T00:00:00
MÁY CHAI 3,14450.4,2025-08,2025-08-31T00:00:00
Máy Chai 4,9960.1,2025-01,2025-01-31T00:00:00
Máy Chai 4,8002.2,2025-02,2025-02-28T00:00:00
Máy Chai 4,9280.1,2025-03,2025-03-31T00:00:00
Máy Chai 4,9184.2,2025-04,2025-04-30T00:00:00
Máy Chai 4,11127.0,2025-05,2025-05-31T00:00:00
Máy Chai 4,10340.6,2025-06,2025-06-30T00:00:00
Máy Chai 4,10641.9,2025-07,2025-07-31T00:00:00
Máy Chai 4,10588.1,2025-08,2025-08-31T00:00:00
Máy Chai 5,20145.2,2025-01,2025-01-31T00:00:00
Máy Chai 5,17052.1,2025-02,2025-02-28T00:00:00
Máy Chai 5,18641.9,2025-03,2025-03-31T00:00:00
Máy Chai 5,18915.3,2025-04,2025-04-30T00:00:00
Máy Chai 5,20557.9,2025-05,2025-05-31T00:00:00
Máy Chai 5,19925.0,2025-06,2025-06-30T00:00:00
Máy Chai 5,20752.5,2025-07,2025-07-31T00:00:00
Máy Chai 5,21571.8,2025-08,2025-08-31T00:00:00
Máy Chai 6,7776.6,2025-01,2025-01-31T00:00:00
Máy Chai 6,6816.0,2025-02,2025-02-28T00:00:00
Máy Chai 6,8264.7,2025-03,2025-03-31T00:00:00
Máy Chai 6,7948.2,2025-04,2025-04-30T00:00:00
Máy Chai 6,8838.7,2025-05,2025-05-31T00:00:00
Máy Chai 6,8531.8,2025-06,2025-06-30T00:00:00
Máy Chai 6,8893.8,2025-07,2025-07-31T00:00:00
Máy Chai 6,9059.4,2025-08,2025-08-31T00:00:00
Máy Chai 7,13015.8,2025-01,2025-01-31T00:00:00
Máy Chai 7,10836.0,2025-02,2025-02-28T00:00:00
Máy Chai 7,12993.6,2025-03,2025-03-31T00:00:00
Máy Chai 7,12566.6,2025-04,2025-04-30T00:00:00
Máy Chai 7,13208.2,2025-05,2025-05-31T00:00:00
Máy Chai 7,13155.8,2025-06,2025-06-30T00:00:00
Máy Chai 7,13246.7,2025-07,2025-07-31T00:00:00
Máy Chai 7,16422.3,2025-08,2025-08-31T00:00:00
Máy Chai 8,11871.1,2025-01,2025-01-31T00:00:00
Máy Chai 8,11670.1,2025-02,2025-02-28T00:00:00
Máy Chai 8,13202.2,2025-03,2025-03-31T00:00:00
Máy Chai 8,11842.4,2025-04,2025-04-30T00:00:00
Máy Chai 8,12637.5,2025-05,2025-05-31T00:00:00
Máy Chai 8,12420.2,2025-06,2025-06-30T00:00:00
Máy Chai 8,12144.9,2025-07,2025-07-31T00:00:00
Máy Chai 8,11857.2,2025-08,2025-08-31T00:00:00
Máy Chai 9,2067.6,2025-01,2025-01-31T00:00:00
Máy Chai 9,1936.7,2025-02,2025-02-28T00:00:00
Máy Chai 9,2112.3,2025-03,2025-03-31T00:00:00
Máy Chai 9,2074.0,2025-04,2025-04-30T00:00:00
Máy Chai 9,2225.2,2025-05,2025-05-31T00:00:00
Máy Chai 9,1749.5,2025-06,2025-06-30T00:00:00
Máy Chai 9,1864.0,2025-07,2025-07-31T00:00:00
Máy Chai 9,1977.2,2025-08,2025-08-31T00:00:00
MÁY TƠ 1,11822.9,2025-01,2025-01-31T00:00:00
MÁY TƠ 1,9795.1,2025-02,2025-02-28T00:00:00
MÁY TƠ 1,10992.2,2025-03,2025-03-31T00:00:00
MÁY TƠ 1,10858.2,2025-04,2025-04-30T00:00:00
MÁY TƠ 1,11502.2,2025-05,2025-05-31T00:00:00
MÁY TƠ 1,11158.2,2025-06,2025-06-30T00:00:00
MÁY TƠ 1,11570.6,2025-07,2025-07-31T00:00:00
MÁY TƠ 1,0.0,2025-08,2025-08-31T00:00:00
MÁY TƠ 2,2761.3,2025-01,2025-01-31T00:00:00
MÁY TƠ 2,2372.4,2025-02,2025-02-28T00:00:00
MÁY TƠ 2,2704.8,2025-03,2025-03-31T00:00:00
MÁY TƠ 2,2646.0,2025-04,2025-04-30T00:00:00
MÁY TƠ 2,3079.1,2025-05,2025-05-31T00:00:00
MÁY TƠ 2,2884.4,2025-06,2025-06-30T00:00:00
MÁY TƠ 2,2750.8,2025-07,2025-07-31T00:00:00
MÁY TƠ 2,0.0,2025-08,2025-08-31T00:00:00
MÁY TƠ 3,-10629127.5,2025-01,2025-01-31T00:00:00
MÁY TƠ 3,8988.7,2025-02,2025-02-28T00:00:00
MÁY TƠ 3,-1095466.2,2025-03,2025-03-31T00:00:00
MÁY TƠ 3,999.6,2025-04,2025-04-30T00:00:00
MÁY TƠ 3,1073.7,2025-05,2025-05-31T00:00:00
MÁY TƠ 3,962.5,2025-06,2025-06-30T00:00:00
MÁY TƠ 3,686.2,2025-07,2025-07-31T00:00:00
MÁY TƠ 3,0.0,2025-08,2025-08-31T00:00:00
MÁY TƠ 4,1457.8,2025-01,2025-01-31T00:00:00
MÁY TƠ 4,1247.6,2025-02,2025-02-28T00:00:00
MÁY TƠ 4,1397.4,2025-03,2025-03-31T00:00:00
MÁY TƠ 4,1451.4,2025-04,2025-04-30T00:00:00
MÁY TƠ 4,1548.7,2025-05,2025-05-31T00:00:00
MÁY TƠ 4,1469.1,2025-06,2025-06-30T00:00:00
MÁY TƠ 4,1098.2,2025-07,2025-07-31T00:00:00
MÁY TƠ 4,0.0,2025-08,2025-08-31T00:00:00
MÁY TƠ 5,39463.1,2025-01,2025-01-31T00:00:00
MÁY TƠ 5,304010.4,2025-02,2025-02-28T00:00:00
MÁY TƠ 5,4768.7,2025-03,2025-03-31T00:00:00
MÁY TƠ 5,4690.9,2025-04,2025-04-30T00:00:00
MÁY TƠ 5,4870.9,2025-05,2025-05-31T00:00:00
MÁY TƠ 5,4653.4,2025-06,2025-06-30T00:00:00
MÁY TƠ 5,2706.0,2025-07,2025-07-31T00:00:00
MÁY TƠ 5,0.0,2025-08,2025-08-31T00:00:00
MÁY TƠ 6,2928.9,2025-01,2025-01-31T00:00:00
MÁY TƠ 6,2503.3,2025-02,2025-02-28T00:00:00
MÁY TƠ 6,2814.2,2025-03,2025-03-31T00:00:00
MÁY TƠ 6,2800.3,2025-04,2025-04-30T00:00:00
MÁY TƠ 6,2972.9,2025-05,2025-05-31T00:00:00
MÁY TƠ 6,2959.8,2025-06,2025-06-30T00:00:00
MÁY TƠ 6,2872.8,2025-07,2025-07-31T00:00:00
MÁY TƠ 6,810.3,2025-08,2025-08-31T00:00:00
Máy Tơ 8,5370.5,2025-01,2025-01-31T00:00:00
Máy Tơ 8,5473.7,2025-02,2025-02-28T00:00:00
Máy Tơ 8,5986.2,2025-03,2025-03-31T00:00:00
Máy Tơ 8,5872.8,2025-04,2025-04-30T00:00:00
Máy Tơ 8,8493.1,2025-05,2025-05-31T00:00:00
Máy Tơ 8,8026.8,2025-06,2025-06-30T00:00:00
Máy Tơ 8,8490.6,2025-07,2025-07-31T00:00:00
Máy Tơ 8,8732.7,2025-08,2025-08-31T00:00:00
MÁY TƠ 9-10,27339.0,2025-01,2025-01-31T00:00:00
MÁY TƠ 9-10,23009.8,2025-02,2025-02-28T00:00:00
MÁY TƠ 9-10,25918.6,2025-03,2025-03-31T00:00:00
MÁY TƠ 9-10,23442.0,2025-04,2025-04-30T00:00:00
MÁY TƠ 9-10,16894.6,2025-05,2025-05-31T00:00:00
MÁY TƠ 9-10,15159.6,2025-06,2025-06-30T00:00:00
MÁY TƠ 9-10,14994.4,2025-07,2025-07-31T00:00:00
MÁY TƠ 9-10,14975.8,2025-08,2025-08-31T00:00:00
Minh Khai 1-2,-1279967.8,2025-01,2025-01-31T00:00:00
Minh Khai 1-2,14484.7,2025-02,2025-02-28T00:00:00
Minh Khai 1-2,17682.0,2025-03,2025-03-31T00:00:00
Minh Khai 1-2,16680.8,2025-04,2025-04-30T00:00:00
Minh Khai 1-2,18281.7,2025-05,2025-05-31T00:00:00
Minh Khai 1-2,17247.2,2025-06,2025-06-30T00:00:00
Minh Khai 1-2,17506.0,2025-07,2025-07-31T00:00:00
Minh Khai 1-2,18233.4,2025-08,2025-08-31T00:00:00
Minh Khai 3,0.0,2025-01,2025-01-31T00:00:00
Minh Khai 3,0.0,2025-02,2025-02-28T00:00:00
Minh Khai 3,0.0,2025-03,2025-03-31T00:00:00
Minh Khai 3,0.0,2025-04,2025-04-30T00:00:00
Minh Khai 3,0.0,2025-05,2025-05-31T00:00:00
Minh Khai 3,0.0,2025-06,2025-06-30T00:00:00
Minh Khai 3,0.0,2025-07,2025-07-31T00:00:00
Minh Khai 3,0.0,2025-08,2025-08-31T00:00:00
Minh Khai 4 - Máy Tơ 11,0.0,2025-01,2025-01-31T00:00:00
Minh Khai 4 - Máy Tơ 11,0.0,2025-02,2025-02-28T00:00:00
Minh Khai 4 - Máy Tơ 11,0.0,2025-03,2025-03-31T00:00:00
Minh Khai 4 - Máy Tơ 11,0.0,2025-04,2025-04-30T00:00:00
Minh Khai 4 - Máy Tơ 11,0.0,2025-05,2025-05-31T00:00:00
Minh Khai 4 - Máy Tơ 11,0.0,2025-06,2025-06-30T00:00:00
Minh Khai 4 - Máy Tơ 11,0.0,2025-07,2025-07-31T00:00:00
Minh Khai 4 - Máy Tơ 11,0.0,2025-08,2025-08-31T00:00:00
Nghĩa Xá 1-7,20445.7,2025-01,2025-01-31T00:00:00
Nghĩa Xá 1-7,17455.6,2025-02,2025-02-28T00:00:00
Nghĩa Xá 1-7,19789.3,2025-03,2025-03-31T00:00:00
Nghĩa Xá 1-7,20159.3,2025-04,2025-04-30T00:00:00
Nghĩa Xá 1-7,20893.3,2025-05,2025-05-31T00:00:00
Nghĩa Xá 1-7,20883.5,2025-06,2025-06-30T00:00:00
Nghĩa Xá 1-7,21785.9,2025-07,2025-07-31T00:00:00
Nghĩa Xá 1-7,21771.5,2025-08,2025-08-31T00:00:00
Nghĩa Xá 10,6178.4,2025-01,2025-01-31T00:00:00
Nghĩa Xá 10,5236.2,2025-02,2025-02-28T00:00:00
Nghĩa Xá 10,5971.6,2025-03,2025-03-31T00:00:00
Nghĩa Xá 10,5895.9,2025-04,2025-04-30T00:00:00
Nghĩa Xá 10,6360.2,2025-05,2025-05-31T00:00:00
Nghĩa Xá 10,6346.3,2025-06,2025-06-30T00:00:00
Nghĩa Xá 10,6597.8,2025-07,2025-07-31T00:00:00
Nghĩa Xá 10,6683.7,2025-08,2025-08-31T00:00:00
Nghĩa Xá 11-2,35328.3,2025-01,2025-01-31T00:00:00
Nghĩa Xá 11-2,30530.7,2025-02,2025-02-28T00:00:00
Nghĩa Xá 11-2,40946.4,2025-03,2025-03-31T00:00:00
Nghĩa Xá 11-2,38561.0,2025-04,2025-04-30T00:00:00
Nghĩa Xá 11-2,42841.8,2025-05,2025-05-31T00:00:00
Nghĩa Xá 11-2,36078.4,2025-06,2025-06-30T00:00:00
Nghĩa Xá 11-2,39957.2,2025-07,2025-07-31T00:00:00
Nghĩa Xá 11-2,32128.3,2025-08,2025-08-31T00:00:00
Nghĩa Xá 3,14433.9,2025-01,2025-01-31T00:00:00
Nghĩa Xá 3,17437.7,2025-02,2025-02-28T00:00:00
Nghĩa Xá 3,16252.0,2025-03,2025-03-31T00:00:00
Nghĩa Xá 3,16427.3,2025-04,2025-04-30T00:00:00
Nghĩa Xá 3,17184.0,2025-05,2025-05-31T00:00:00
Nghĩa Xá 3,17020.2,2025-06,2025-06-30T00:00:00
Nghĩa Xá 3,17821.9,2025-07,2025-07-31T00:00:00
Nghĩa Xá 3,17995.2,2025-08,2025-08-31T00:00:00
Nghĩa Xá 5,6485.6,2025-01,2025-01-31T00:00:00
Nghĩa Xá 5,5344.7,2025-02,2025-02-28T00:00:00
Nghĩa Xá 5,6197.6,2025-03,2025-03-31T00:00:00
Nghĩa Xá 5,6355.8,2025-04,2025-04-30T00:00:00
Nghĩa Xá 5,6508.1,2025-05,2025-05-31T00:00:00
Nghĩa Xá 5,6484.7,2025-06,2025-06-30T00:00:00
Nghĩa Xá 5,6792.4,2025-07,2025-07-31T00:00:00
Nghĩa Xá 5,6740.2,2025-08,2025-08-31T00:00:00
Niệm Nghĩa 1-3 - Nghĩa Xá 4,61222.5,2025-01,2025-01-31T00:00:00
Niệm Nghĩa 1-3 - Nghĩa Xá 4,40470.0,2025-02,2025-02-28T00:00:00
Niệm Nghĩa 1-3 - Nghĩa Xá 4,46529.0,2025-03,2025-03-31T00:00:00
Niệm Nghĩa 1-3 - Nghĩa Xá 4,46952.1,2025-04,2025-04-30T00:00:00
Niệm Nghĩa 1-3 - Nghĩa Xá 4,49399.2,2025-05,2025-05-31T00:00:00
Niệm Nghĩa 1-3 - Nghĩa Xá 4,47434.9,2025-06,2025-06-30T00:00:00
Niệm Nghĩa 1-3 - Nghĩa Xá 4,48639.4,2025-07,2025-07-31T00:00:00
Niệm Nghĩa 1-3 - Nghĩa Xá 4,49073.6,2025-08,2025-08-31T00:00:00
Niệm Nghĩa 2,34550.6,2025-01,2025-01-31T00:00:00
Niệm Nghĩa 2,5913.0,2025-02,2025-02-28T00:00:00
Niệm Nghĩa 2,6145.3,2025-03,2025-03-31T00:00:00
Niệm Nghĩa 2,6197.7,2025-04,2025-04-30T00:00:00
Niệm Nghĩa 2,6688.1,2025-05,2025-05-31T00:00:00
Niệm Nghĩa 2,6567.1,2025-06,2025-06-30T00:00:00
Niệm Nghĩa 2,7053.3,2025-07,2025-07-31T00:00:00
Niệm Nghĩa 2,6703.8,2025-08,2025-08-31T00:00:00
Niệm Nghĩa 4,8676.4,2025-01,2025-01-31T00:00:00
Niệm Nghĩa 4,6831.2,2025-02,2025-02-28T00:00:00
Niệm Nghĩa 4,7992.9,2025-03,2025-03-31T00:00:00
Niệm Nghĩa 4,7906.4,2025-04,2025-04-30T00:00:00
Niệm Nghĩa 4,8414.2,2025-05,2025-05-31T00:00:00
Niệm Nghĩa 4,8363.3,2025-06,2025-06-30T00:00:00
Niệm Nghĩa 4,8626.5,2025-07,2025-07-31T00:00:00
Niệm Nghĩa 4,8598.3,2025-08,2025-08-31T00:00:00
Niệm Nghĩa 5,10375.2,2025-01,2025-01-31T00:00:00
Niệm Nghĩa 5,8869.3,2025-02,2025-02-28T00:00:00
Niệm Nghĩa 5,10053.9,2025-03,2025-03-31T00:00:00
Niệm Nghĩa 5,9266.3,2025-04,2025-04-30T00:00:00
Niệm Nghĩa 5,9486.6,2025-05,2025-05-31T00:00:00
Niệm Nghĩa 5,9301.3,2025-06,2025-06-30T00:00:00
Niệm Nghĩa 5,9455.8,2025-07,2025-07-31T00:00:00
Niệm Nghĩa 5,9576.2,2025-08,2025-08-31T00:00:00
Niệm Nghĩa 6,9452.8,2025-01,2025-01-31T00:00:00
Niệm Nghĩa 6,8131.1,2025-02,2025-02-28T00:00:00
Niệm Nghĩa 6,9327.1,2025-03,2025-03-31T00:00:00
Niệm Nghĩa 6,9260.0,2025-04,2025-04-30T00:00:00
Niệm Nghĩa 6,9737.2,2025-05,2025-05-31T00:00:00
Niệm Nghĩa 6,9567.1,2025-06,2025-06-30T00:00:00
Niệm Nghĩa 6,9831.8,2025-07,2025-07-31T00:00:00
Niệm Nghĩa 6,9920.9,2025-08,2025-08-31T00:00:00
Niệm Nghĩa 7,8919.1,2025-01,2025-01-31T00:00:00
Niệm Nghĩa 7,7640.3,2025-02,2025-02-28T00:00:00
Niệm Nghĩa 7,8709.6,2025-03,2025-03-31T00:00:00
Niệm Nghĩa 7,8848.0,2025-04,2025-04-30T00:00:00
Niệm Nghĩa 7,9361.2,2025-05,2025-05-31T00:00:00
Niệm Nghĩa 7,9120.9,2025-06,2025-06-30T00:00:00
Niệm Nghĩa 7,9488.8,2025-07,2025-07-31T00:00:00
Niệm Nghĩa 7,9716.0,2025-08,2025-08-31T00:00:00
NX 8 - VN 2 - NX6,23164.2,2025-01,2025-01-31T00:00:00
NX 8 - VN 2 - NX6,20249.9,2025-02,2025-02-28T00:00:00
NX 8 - VN 2 - NX6,23281.7,2025-03,2025-03-31T00:00:00
NX 8 - VN 2 - NX6,23676.4,2025-04,2025-04-30T00:00:00
NX 8 - VN 2 - NX6,25019.1,2025-05,2025-05-31T00:00:00
NX 8 - VN 2 - NX6,24853.7,2025-06,2025-06-30T00:00:00
NX 8 - VN 2 - NX6,26616.0,2025-07,2025-07-31T00:00:00
NX 8 - VN 2 - NX6,26031.7,2025-08,2025-08-31T00:00:00
SỞ DẦU 1,9938.6,2025-01,2025-01-31T00:00:00
SỞ DẦU 1,8921.3,2025-02,2025-02-28T00:00:00
SỞ DẦU 1,9679.5,2025-03,2025-03-31T00:00:00
SỞ DẦU 1,9890.2,2025-04,2025-04-30T00:00:00
SỞ DẦU 1,10394.2,2025-05,2025-05-31T00:00:00
SỞ DẦU 1,10100.8,2025-06,2025-06-30T00:00:00
SỞ DẦU 1,10173.4,2025-07,2025-07-31T00:00:00
SỞ DẦU 1,10294.9,2025-08,2025-08-31T00:00:00
SỞ DẦU 10-16,12719.5,2025-01,2025-01-31T00:00:00
SỞ DẦU 10-16,10238.4,2025-02,2025-02-28T00:00:00
SỞ DẦU 10-16,12686.6,2025-03,2025-03-31T00:00:00
SỞ DẦU 10-16,12519.9,2025-04,2025-04-30T00:00:00
SỞ DẦU 10-16,13208.3,2025-05,2025-05-31T00:00:00
SỞ DẦU 10-16,13419.4,2025-06,2025-06-30T00:00:00
SỞ DẦU 10-16,13915.9,2025-07,2025-07-31T00:00:00
SỞ DẦU 10-16,13473.1,2025-08,2025-08-31T00:00:00
SỞ DẦU 11,0.0,2025-01,2025-01-31T00:00:00
SỞ DẦU 11,0.0,2025-02,2025-02-28T00:00:00
SỞ DẦU 11,0.0,2025-03,2025-03-31T00:00:00
SỞ DẦU 11,0.0,2025-04,2025-04-30T00:00:00
SỞ DẦU 11,-4229122.9,2025-05,2025-05-31T00:00:00
SỞ DẦU 11,4641.4,2025-06,2025-06-30T00:00:00
SỞ DẦU 11,4630.9,2025-07,2025-07-31T00:00:00
SỞ DẦU 11,4668.8,2025-08,2025-08-31T00:00:00
SỞ DẦU 12,4427.1,2025-01,2025-01-31T00:00:00
SỞ DẦU 12,3703.6,2025-02,2025-02-28T00:00:00
SỞ DẦU 12,4319.5,2025-03,2025-03-31T00:00:00
SỞ DẦU 12,4466.6,2025-04,2025-04-30T00:00:00
SỞ DẦU 12,4617.9,2025-05,2025-05-31T00:00:00
SỞ DẦU 12,4630.9,2025-06,2025-06-30T00:00:00
SỞ DẦU 12,4705.0,2025-07,2025-07-31T00:00:00
SỞ DẦU 12,4650.0,2025-08,2025-08-31T00:00:00
SỞ DẦU 13,35066.1,2025-01,2025-01-31T00:00:00
SỞ DẦU 13,34668.9,2025-02,2025-02-28T00:00:00
SỞ DẦU 13,29225.2,2025-03,2025-03-31T00:00:00
SỞ DẦU 13,29567.6,2025-04,2025-04-30T00:00:00
SỞ DẦU 13,30880.9,2025-05,2025-05-31T00:00:00
SỞ DẦU 13,31216.0,2025-06,2025-06-30T00:00:00
SỞ DẦU 13,31305.0,2025-07,2025-07-31T00:00:00
SỞ DẦU 13,26939.6,2025-08,2025-08-31T00:00:00
SỞ DẦU 14,9703.0,2025-01,2025-01-31T00:00:00
SỞ DẦU 14,8705.9,2025-02,2025-02-28T00:00:00
SỞ DẦU 14,18481.1,2025-03,2025-03-31T00:00:00
SỞ DẦU 14,11238.3,2025-04,2025-04-30T00:00:00
SỞ DẦU 14,7934.3,2025-05,2025-05-31T00:00:00
SỞ DẦU 14,7875.5,2025-06,2025-06-30T00:00:00
SỞ DẦU 14,8362.9,2025-07,2025-07-31T00:00:00
SỞ DẦU 14,8534.0,2025-08,2025-08-31T00:00:00
SỞ DẦU 15,4164.7,2025-01,2025-01-31T00:00:00
SỞ DẦU 15,3369.2,2025-02,2025-02-28T00:00:00
SỞ DẦU 15,4070.2,2025-03,2025-03-31T00:00:00
SỞ DẦU 15,3897.7,2025-04,2025-04-30T00:00:00
SỞ DẦU 15,4291.5,2025-05,2025-05-31T00:00:00
SỞ DẦU 15,4376.4,2025-06,2025-06-30T00:00:00
SỞ DẦU 15,4695.7,2025-07,2025-07-31T00:00:00
SỞ DẦU 15,4308.4,2025-08,2025-08-31T00:00:00
SỞ DẦU 17,18001.7,2025-01,2025-01-31T00:00:00
SỞ DẦU 17,14544.5,2025-02,2025-02-28T00:00:00
SỞ DẦU 17,15749.8,2025-03,2025-03-31T00:00:00
