Event,recorded_time,repair_time,meter_name,leak_reason,replacement_type,replacement_location,branch
,2023-07-24T00:00:00,2022-06-02T00:00:00,Ngọc Sơn 4,Other/unknown,,,
,2024-10-31T00:00:00,2024-09-26T00:00:00,ĐHHA 1.4,Other/unknown,,,
,2024-01-11T00:00:00,2024-01-04T00:00:00,Hạ Lý 5,Other/unknown,,,
,2023-02-02T00:00:00,2022-08-18T00:00:00,Nam Sơn 1,Other/unknown,,,
,2024-07-04T00:00:00,2024-06-18T00:00:00,AN THÁI 5,Other/unknown,,,
,2025-03-04T00:00:00,2025-02-28T00:00:00,Kênh Dương 5,Other/unknown,,,
,2025-04-09T00:00:00,2025-04-04T00:00:00,Vạn Mỹ 4,Other/unknown,,,
,2024-12-24T00:00:00,2024-12-21T00:00:00,An Đồng 13,Other/unknown,,,
,2022-11-10T00:00:00,2022-10-25T00:00:00,An Dương 5,Other/unknown,,,
,2024-08-16T00:00:00,2024-08-16T00:00:00,An Hải 2.3,Other/unknown,,,
,2024-06-14T00:00:00,2024-04-26T00:00:00,Tràng Cát 2,Other/unknown,,,
,2023-04-19T00:00:00,2023-04-18T00:00:00,ĐHLC 8,Other/unknown,,,
,2023-08-21T00:00:00,2023-08-01T00:00:00,Đồng Thái 8,Other/unknown,,,
,2024-08-28T00:00:00,2024-08-28T00:00:00,Đồng Hòa 3.6,Other/unknown,,,
,2023-08-31T00:00:00,2023-08-30T00:00:00,Thượng Lý 6,Other/unknown,,,
,2025-02-28T00:00:00,2025-02-27T00:00:00,Hồ Nam 2,Other/unknown,,,
,2025-08-11T00:00:00,2025-08-10T00:00:00,TRƯỜNG SƠN 16,Other/unknown,,,
,2022-07-06T00:00:00,2022-07-20T00:00:00,Dư Hàng Kênh 1,Other/unknown,,,
,2023-12-18T00:00:00,2023-12-12T00:00:00,TRƯỜNG SƠN 6,Other/unknown,,,
,2024-06-26T00:00:00,2024-04-23T00:00:00,TÂN HƯNG 3,Other/unknown,,,
,2025-02-12T00:00:00,2025-02-10T00:00:00,ĐHLC 5,Other/unknown,,,
,2025-04-18T00:00:00,2025-04-02T00:00:00,Đồng Hòa 3.8,Other/unknown,,,
,2023-07-21T00:00:00,2022-03-18T00:00:00,Ngọc Sơn 6,Other/unknown,,,
,2024-01-04T00:00:00,2023-12-27T00:00:00,Trần Nguyên Hãn 5,Other/unknown,,,
,2024-01-02T00:00:00,2023-12-20T00:00:00,Vĩnh Niệm 8,Other/unknown,,,
,2024-06-01T00:00:00,2024-05-29T00:00:00,Trần Nguyên Hãn 2,Other/unknown,,,
,2023-03-16T00:00:00,2022-06-20T00:00:00,Bắc Hà 1.5,Other/unknown,,,
,2023-05-27T00:00:00,2023-05-22T00:00:00,Dư Hàng Kênh 1,Other/unknown,,,
,2025-01-22T00:00:00,2025-01-05T00:00:00,Đằng Hải 3,Other/unknown,,,
,2024-09-27T00:00:00,2024-09-27T00:00:00,ÁNG SƠN 2,Other/unknown,,,
,2023-06-15T00:00:00,2023-06-06T00:00:00,Vĩnh Niệm 18,Other/unknown,,,
,2025-08-11T00:00:00,2025-08-08T00:00:00,TÂN THÀNH 4,Other/unknown,,,
,2023-03-29T00:00:00,2023-03-18T00:00:00,Đằng Hải 4,Other/unknown,,,
,2024-07-24T00:00:00,2024-07-18T00:00:00,Vĩnh Niệm 16,Other/unknown,,,
,2024-06-03T00:00:00,2024-05-29T00:00:00,TRƯỜNG SƠN 14,Other/unknown,,,
,2024-06-04T00:00:00,2024-04-01T00:00:00,Đằng Lâm 3,Other/unknown,,,
,2025-03-10T00:00:00,2025-03-07T00:00:00,Vĩnh Niệm 10,Other/unknown,,,
,2025-04-06T00:00:00,2025-04-01T00:00:00,Nam Hải 3,Other/unknown,,,
,2025-08-06T00:00:00,2025-08-05T00:00:00,HẢI SƠN 7,Other/unknown,,,
,2024-12-03T00:00:00,2024-11-01T00:00:00,HẢI SƠN 4,Other/unknown,,,
,2025-04-22T00:00:00,2025-04-15T00:00:00,Cầu Đất 3,Other/unknown,,,
,2024-09-12T00:00:00,2024-08-04T00:00:00,ĐẰNG HẢI 23,Other/unknown,,,
,2024-10-30T00:00:00,2024-10-29T00:00:00,Hồng Bàng 1.8,Other/unknown,,,
,2024-12-24T00:00:00,2024-12-21T00:00:00,Nam Hải 4,Other/unknown,,,
,2025-01-21T00:00:00,2025-01-21T00:00:00,Trần Thành Ngọ 1,Other/unknown,,,
,2024-10-15T00:00:00,2024-10-14T00:00:00,Đằng Lâm 1,Other/unknown,,,
,2023-11-21T00:00:00,2023-11-15T00:00:00,Minh Khai 2,Other/unknown,,,
,2023-06-02T00:00:00,2023-05-19T00:00:00,Văn Đẩu 8,Other/unknown,,,
,2024-04-17T00:00:00,2024-04-04T00:00:00,An Đồng 8,Other/unknown,,,
,2025-04-26T00:00:00,2025-03-17T00:00:00,HẢI SƠN 2,Other/unknown,,,
,2024-01-31T00:00:00,2024-01-30T00:00:00,Hàng Kênh 7,Other/unknown,,,
,2023-12-04T00:00:00,2023-11-14T00:00:00,Hồ Nam 8,Other/unknown,,,
,2024-12-17T00:00:00,2024-12-07T00:00:00,Máy Chai 12,Other/unknown,,,
,2024-06-10T00:00:00,2024-04-07T00:00:00,Thành Tô 1,Other/unknown,,,
,2024-06-13T00:00:00,2024-06-07T00:00:00,Vĩnh Niệm 22,Other/unknown,,,
,2024-10-14T00:00:00,2024-10-11T00:00:00,Máy Tơ 11,Other/unknown,,,
,2022-12-14T00:00:00,2022-12-01T00:00:00,Trại Chuối 5,Other/unknown,,,
,2024-11-08T00:00:00,2024-11-07T00:00:00,An Hải 2.4,Other/unknown,,,
,2025-06-30T00:00:00,2025-06-06T00:00:00,HOÀ NGHĨA 4,Other/unknown,,,
,2024-04-05T00:00:00,2024-03-31T00:00:00,Nghĩa xá 3,Other/unknown,,,
,2024-12-24T00:00:00,2024-12-19T00:00:00,Máy Tơ 9,Other/unknown,,,
,2023-05-30T00:00:00,2023-05-02T00:00:00,ĐHHA 2.4,Other/unknown,,,
,2024-04-10T00:00:00,2024-04-08T00:00:00,Thượng Lý 4,Other/unknown,,,
,2024-11-26T00:00:00,2024-11-25T00:00:00,VIỆT TIẾN 1,Other/unknown,,,
,2025-03-02T00:00:00,2025-02-04T00:00:00,HOÀ NGHĨA 4,Other/unknown,,,
,2024-12-04T00:00:00,2024-11-11T00:00:00,MINH ĐỨC ĐS2,Other/unknown,,,
,2023-10-04T00:00:00,2023-10-01T00:00:00,TRƯỜNG SƠN 5,Other/unknown,,,
,2025-05-07T00:00:00,2025-05-01T00:00:00,Nam Sơn 2,Other/unknown,,,
,2023-11-01T00:00:00,2023-10-04T00:00:00,An Đồng 8,Other/unknown,,,
,2023-01-30T00:00:00,2023-01-10T00:00:00,Kênh Dương 7,Other/unknown,,,
,2025-05-25T00:00:00,2025-05-23T00:00:00,VINH QUANG 4,Other/unknown,,,
,2023-06-22T00:00:00,2022-06-17T00:00:00,Đồng Hòa 3.7,Other/unknown,,,
,2025-07-02T00:00:00,2025-06-01T00:00:00,MINH ĐỨC 8-TN,Other/unknown,,,
,2024-06-18T00:00:00,2024-06-12T00:00:00,Sở Dầu 1,Other/unknown,,,
,2025-07-01T00:00:00,2025-06-30T00:00:00,CỘNG HIỀN 2,Third party damage (bên thứ 3 gây ra),,,
,2025-06-30T00:00:00,2025-06-27T00:00:00,Vĩnh Niệm 23,Other/unknown,,,
,2023-03-07T00:00:00,2023-03-07T00:00:00,Đồng Thái 4,Other/unknown,,,
,2024-01-29T00:00:00,2024-01-07T00:00:00,Đồng Thái 1,Other/unknown,,,
,2024-07-31T00:00:00,2024-07-22T00:00:00,Tràng Cát 2,Other/unknown,,,
,2025-03-02T00:00:00,2025-02-10T00:00:00,ĐA PHÚC 5,Other/unknown,,,
,2025-09-15T00:00:00,2025-09-11T00:00:00,VẠN HƯƠNG 4,Other/unknown,,,
,2023-06-16T00:00:00,2022-02-23T00:00:00,Đồng Hoà 1.6,Other/unknown,,,
,2024-10-07T00:00:00,2024-10-04T00:00:00,Tràng Cát 4,Other/unknown,,,
,2024-07-31T00:00:00,2024-07-29T00:00:00,Đằng Giang 8,Other/unknown,,,
,2024-12-18T00:00:00,2024-12-10T00:00:00,Máy Tơ 1,Other/unknown,,,
,2022-06-14T00:00:00,2022-06-01T00:00:00,Hạ Lý 3,Other/unknown,,,
,2025-09-09T00:00:00,2025-09-08T00:00:00,Đồng Thái 1,Other/unknown,,,
,2022-10-25T00:00:00,2022-10-06T00:00:00,Vĩnh Niệm 11,Other/unknown,,,
,2023-09-18T00:00:00,2023-09-11T00:00:00,Niệm Nghĩa 1,Other/unknown,,,
,2024-09-04T00:00:00,2024-09-04T00:00:00,TRƯỜNG SƠN 7,Other/unknown,,,
,2024-10-30T00:00:00,2024-10-29T00:00:00,Sở Dầu 3,Other/unknown,,,
,2024-05-02T00:00:00,2024-04-22T00:00:00,An Đồng 8,Other/unknown,,,
,2022-07-04T00:00:00,2022-06-15T00:00:00,Trần Nguyên Hãn 9,Other/unknown,,,
,2024-10-07T00:00:00,2024-10-06T00:00:00,An Đồng 3,Other/unknown,,,
,2025-07-03T00:00:00,2025-07-02T00:00:00,Nam Hải 4,Other/unknown,,,
,2024-03-18T00:00:00,2024-02-09T00:00:00,Đằng Lâm 15,Other/unknown,,,
,2024-11-14T00:00:00,2024-11-13T00:00:00,AN HOÀ 1,Other/unknown,,,
,2025-07-12T00:00:00,2025-07-09T00:00:00,TRUNG LẬP 3,Other/unknown,,,
,2025-09-12T00:00:00,2025-09-11T00:00:00,ÁNG SƠN 1,Other/unknown,,,
,2023-03-28T00:00:00,2023-03-09T00:00:00,ĐHLC 5,Other/unknown,,,
,2024-12-30T00:00:00,2024-12-24T00:00:00,Minh Khai 4,Other/unknown,,,
,2024-11-11T00:00:00,2024-11-11T00:00:00,TÂN VIÊN 2,Other/unknown,,,
,2024-11-12T00:00:00,2024-11-08T00:00:00,Kênh Dương 6,Other/unknown,,,
,2025-08-18T00:00:00,2025-08-15T00:00:00,THỊ TRẤN 3,Third party damage (bên thứ 3 gây ra),,,
,2025-07-08T00:00:00,2025-07-05T00:00:00,Hoàng Văn Thụ 1,Other/unknown,,,
,2025-02-25T00:00:00,2025-02-21T00:00:00,Cầu Đất 10,Other/unknown,,,
,2024-10-15T00:00:00,2024-10-14T00:00:00,Niệm Nghĩa 7,Other/unknown,,,
,2024-09-23T00:00:00,2024-09-20T00:00:00,Kênh Dương 1,Other/unknown,,,
,2025-03-20T00:00:00,2025-03-18T00:00:00,Cầu Đất 5,Other/unknown,,,
,2024-01-30T00:00:00,2024-01-28T00:00:00,Đồng Hòa 3.10,Other/unknown,,,
,2023-06-13T00:00:00,2023-06-02T00:00:00,Sở Dầu 6,Other/unknown,,,
,2023-09-06T00:00:00,2023-09-05T00:00:00,Nam Sơn 4,Other/unknown,,,
,2024-08-01T00:00:00,2024-07-15T00:00:00,Vĩnh Niệm 14,Other/unknown,,,
,2025-05-09T00:00:00,2025-05-07T00:00:00,Dư Hàng Kênh 5,Other/unknown,,,
,2025-01-19T00:00:00,2024-11-28T00:00:00,HỢP ĐỨC 2,Other/unknown,,,
,2023-07-10T00:00:00,2023-06-28T00:00:00,Văn Đẩu 8,Other/unknown,,,
,2023-04-25T00:00:00,2023-04-20T00:00:00,An Dương 7,Other/unknown,,,
,2025-04-21T00:00:00,2025-04-08T00:00:00,Bắc Sơn 1,Other/unknown,,,
,2024-01-30T00:00:00,2024-01-26T00:00:00,Cầu Tre 4,Other/unknown,,,
,2025-06-30T00:00:00,2025-06-26T00:00:00,ANH DŨNG 13,Other/unknown,,,
,2025-09-29T00:00:00,2025-09-26T00:00:00,ĐHHA 2.3,Other/unknown,,,
,2023-01-10T00:00:00,2023-01-06T00:00:00,Cầu Đất 14,Other/unknown,,,
,2024-01-12T00:00:00,2024-01-03T00:00:00,Bắc Sơn 5,Other/unknown,,,
,2024-08-16T00:00:00,2024-08-09T00:00:00,ĐHLC 7,Other/unknown,,,
,2025-04-28T00:00:00,2025-03-19T00:00:00,HẢI SƠN 10,Other/unknown,,,
,2023-09-19T00:00:00,2023-09-15T00:00:00,Đằng Giang 1,Other/unknown,,,
,2024-11-01T00:00:00,2024-10-28T00:00:00,HƯNG ĐẠO 2,Other/unknown,,,
,2025-04-19T00:00:00,2025-02-26T00:00:00,ANH DŨNG 6,Other/unknown,,,
,2023-06-19T00:00:00,2022-03-16T00:00:00,Đồng Hoà 1.4,Other/unknown,,,
,2024-09-03T00:00:00,2024-08-09T00:00:00,AN THÁI 5,Other/unknown,,,
,2023-12-28T00:00:00,2023-12-18T00:00:00,ĐHLC 9,Other/unknown,,,
,2023-06-22T00:00:00,2022-07-16T00:00:00,Đồng Hoà 2.1,Other/unknown,,,
,2024-11-15T00:00:00,2024-11-13T00:00:00,HỒNG THÁI 1,Other/unknown,,,
,2025-04-22T00:00:00,2025-04-20T00:00:00,NHÂN HOÀ 3,Third party damage (bên thứ 3 gây ra),,,
,2023-11-08T00:00:00,2023-11-02T00:00:00,Hàng Kênh 7,Other/unknown,,,
,2025-04-01T00:00:00,2025-03-10T00:00:00,Đằng Lâm 4,Other/unknown,,,
,2024-08-19T00:00:00,2024-08-19T00:00:00,Đồng Hoà 2.9,Other/unknown,,,
,2025-07-07T00:00:00,2025-07-05T00:00:00,MINH ĐỨC ĐS2,Other/unknown,,,
,2024-05-16T00:00:00,2024-05-13T00:00:00,Gia Viên 8,Other/unknown,,,
,2024-12-04T00:00:00,2024-12-03T00:00:00,Đồng Thái 10,Other/unknown,,,
,2024-10-02T00:00:00,2024-10-01T00:00:00,Lạc Viên 10,Other/unknown,,,
,2025-04-16T00:00:00,2025-03-26T00:00:00,VẠN HƯƠNG 2,Other/unknown,,,
,2024-02-22T00:00:00,2024-02-11T00:00:00,Bắc Hà 1.5,Other/unknown,,,
,2025-05-09T00:00:00,2025-04-19T00:00:00,THÁI SƠN 3,Other/unknown,,,
,2023-05-25T00:00:00,2023-05-15T00:00:00,Vĩnh Niệm 14,Other/unknown,,,
,2025-07-29T00:00:00,2025-07-28T00:00:00,Máy Tơ 10,Third party damage (bên thứ 3 gây ra),,,
,2024-03-19T00:00:00,2024-02-28T00:00:00,Tràng Cát 3,Other/unknown,,,
,2025-09-16T00:00:00,2025-09-09T00:00:00,ĐA PHÚC 3,Other/unknown,,,
,2022-06-29T00:00:00,2022-06-10T00:00:00,Máy Chai 6,Other/unknown,,,
,2024-08-08T00:00:00,2024-08-02T00:00:00,TRƯỜNG SƠN 13,Other/unknown,,,
,2023-06-16T00:00:00,2022-01-27T00:00:00,Đồng Hoà 1.4,Other/unknown,,,
,2024-03-19T00:00:00,2024-02-25T00:00:00,Đằng Lâm 16,Other/unknown,,,
,2025-04-21T00:00:00,2025-04-10T00:00:00,THÁI SƠN 4,Other/unknown,,,
,2024-12-04T00:00:00,2024-11-12T00:00:00,HỢP ĐỨC 2,Other/unknown,,,
,2024-07-29T00:00:00,2024-07-25T00:00:00,HỒNG THÁI 4,Other/unknown,,,
,2025-01-03T00:00:00,2025-01-03T00:00:00,Văn Đẩu 7,Other/unknown,,,
,2024-04-25T00:00:00,2024-04-22T00:00:00,Vĩnh Niệm 7,Other/unknown,,,
,2023-03-09T00:00:00,2022-12-05T00:00:00,Đằng Hải 1,Other/unknown,,,
,2025-07-14T00:00:00,2025-07-11T00:00:00,HOÀ NGHĨA 4,Other/unknown,,,
,2024-10-24T00:00:00,2024-10-23T00:00:00,Trại Chuối 5,Other/unknown,,,
,2025-05-26T00:00:00,2025-05-24T00:00:00,D100 Dư Hàng (chưa đặt tên),Other/unknown,,,
,2024-08-07T00:00:00,2024-07-26T00:00:00,TRƯỜNG SƠN 6,Other/unknown,,,
,2025-03-10T00:00:00,2025-03-06T00:00:00,Minh Khai 1,Other/unknown,,,
,2023-07-13T00:00:00,2023-07-02T00:00:00,Văn Đẩu 6,Other/unknown,,,
,2023-07-21T00:00:00,2022-02-24T00:00:00,Trần Thành Ngọ 6,Other/unknown,,,
,2024-07-24T00:00:00,2024-07-16T00:00:00,Vĩnh Niệm 14,Other/unknown,,,
,2025-02-04T00:00:00,2024-12-09T00:00:00,ANH DŨNG 2,Other/unknown,,,
,2024-07-23T00:00:00,2024-07-15T00:00:00,Hàng Kênh 2,Other/unknown,,,
,2024-09-25T00:00:00,2024-09-24T00:00:00,Đồng Hoà 1.5,Other/unknown,,,
,2023-08-14T00:00:00,2023-08-10T00:00:00,Cầu Đất 13,Other/unknown,,,
,2024-10-02T00:00:00,2024-10-01T00:00:00,TÂN HƯNG 2,Other/unknown,,,
,2024-12-31T00:00:00,2024-12-26T00:00:00,Lam Sơn 5,Other/unknown,,,
,2024-05-16T00:00:00,2024-05-15T00:00:00,Dư Hàng Kênh 10,Other/unknown,,,
,2024-10-10T00:00:00,2024-10-10T00:00:00,HOÀ NGHĨA 1,Other/unknown,,,
,2024-10-25T00:00:00,2024-10-24T00:00:00,Thượng Lý 6,Other/unknown,,,
,2023-03-29T00:00:00,2023-03-20T00:00:00,ĐHHA 1.3,External corrosion (ăn mòn bên ngoài),,,
,2024-11-01T00:00:00,2024-10-25T00:00:00,ĐHHA 1.19,Other/unknown,,,
,2025-09-15T00:00:00,2025-09-09T00:00:00,HOÀ NGHĨA 2,Other/unknown,,,
,2024-03-04T00:00:00,2024-02-28T00:00:00,Hạ Lý 8,Other/unknown,,,
,2023-05-30T00:00:00,2023-05-27T00:00:00,An Biên 2.1,Other/unknown,,,
,2023-12-07T00:00:00,2023-12-05T00:00:00,Cầu Đất 10,Other/unknown,,,
,2024-07-23T00:00:00,2024-07-16T00:00:00,Hồ Nam 7,Other/unknown,,,
,2024-07-30T00:00:00,2024-07-07T00:00:00,Đằng Hải 1,Other/unknown,,,
,2025-04-23T00:00:00,2025-04-11T00:00:00,Trần Nguyên Hãn 9,Other/unknown,,,
,2024-04-25T00:00:00,2024-04-23T00:00:00,Thượng Lý 2,Other/unknown,,,
,2025-02-10T00:00:00,2025-01-11T00:00:00,HẢI SƠN 9,Other/unknown,,,
,2025-04-28T00:00:00,2025-03-04T00:00:00,ANH DŨNG 2,Other/unknown,,,
,2025-02-05T00:00:00,2025-01-17T00:00:00,Dư Hàng 8,Other/unknown,,,
,2023-10-24T00:00:00,2023-10-19T00:00:00,Cầu Đất 5,Other/unknown,,,
,2024-09-16T00:00:00,2024-09-13T00:00:00,Vạn Mỹ 9,Other/unknown,,,
,2023-06-02T00:00:00,2023-05-22T00:00:00,Bắc Hà 1.4,Other/unknown,,,
,2025-07-29T00:00:00,2025-07-29T00:00:00,Đổng Quốc Bình 4,Other/unknown,,,
,2023-04-28T00:00:00,2023-04-26T00:00:00,Vĩnh Niệm 4,Other/unknown,,,
,2025-02-05T00:00:00,2025-01-16T00:00:00,Trại Chuối 4,Other/unknown,,,
,2025-05-13T00:00:00,2025-05-12T00:00:00,Đằng Giang 1,Other/unknown,,,
,2025-08-13T00:00:00,2025-08-12T00:00:00,Cát Bà 5,Other/unknown,,,
,2025-05-26T00:00:00,2025-05-06T00:00:00,Quán Toan 6,Other/unknown,,,
,2022-07-11T00:00:00,2022-07-01T00:00:00,Đằng Giang 6A,Other/unknown,,,
,2025-05-07T00:00:00,2025-05-05T00:00:00,Dư Hàng Kênh 1,Other/unknown,,,
,2025-03-11T00:00:00,2025-03-11T00:00:00,An Đồng 21,Other/unknown,,,
,2024-10-14T00:00:00,2024-10-12T00:00:00,Đằng Lâm 5,Other/unknown,,,
,2024-09-23T00:00:00,2024-09-20T00:00:00,Máy Chai 12,Other/unknown,,,
,2024-04-05T00:00:00,2024-04-04T00:00:00,Nam Sơn 4,Other/unknown,,,
,2024-09-05T00:00:00,2024-09-04T00:00:00,Hồng Bàng 1.6,Other/unknown,,,
,2023-04-11T00:00:00,2023-04-10T00:00:00,Bình Hải 4,Other/unknown,,,
,2025-06-04T00:00:00,2025-06-02T00:00:00,TÂN LIÊN 3,Other/unknown,,,
,2023-11-20T00:00:00,2023-10-03T00:00:00,Đằng Hải 3,Other/unknown,,,
,2023-11-30T00:00:00,2023-11-15T00:00:00,Đồng Thái 4,Other/unknown,,,
,2025-02-17T00:00:00,2025-02-13T00:00:00,Vĩnh Niệm 15,Other/unknown,,,
,2024-09-12T00:00:00,2024-09-11T00:00:00,TRƯỜNG SƠN 11,Other/unknown,,,
,2025-05-27T00:00:00,2025-05-20T00:00:00,Cầu Đất 5,Third party damage (bên thứ 3 gây ra),,,
,2025-09-13T00:00:00,2025-09-11T00:00:00,AN HOÀ 2,Third party damage (bên thứ 3 gây ra),,,
,2023-02-21T00:00:00,2023-02-14T00:00:00,An Dương 8,Other/unknown,,,
,2024-11-12T00:00:00,2024-11-04T00:00:00,Nam Hải 2,Other/unknown,,,
,2025-01-13T00:00:00,2025-01-12T00:00:00,Máy Tơ 1,Other/unknown,,,
,2025-02-05T00:00:00,2024-12-27T00:00:00,ĐHHA 1.2,Other/unknown,,,
,2024-08-29T00:00:00,2024-08-26T00:00:00,Vĩnh Niệm 17,Other/unknown,,,
,2023-12-06T00:00:00,2023-12-04T00:00:00,Máy Tơ 8,Other/unknown,,,
,2025-09-26T00:00:00,2025-09-18T00:00:00,An Đồng 20,Other/unknown,,,
,2023-06-28T00:00:00,2022-11-22T00:00:00,Đồng Hoà 1.5,Other/unknown,,,
,2024-03-13T00:00:00,2024-03-06T00:00:00,Vĩnh Niệm 16,Other/unknown,,,
,2023-10-18T00:00:00,2023-10-11T00:00:00,Bắc Hà 2.5,Other/unknown,,,
,2024-12-12T00:00:00,2024-12-11T00:00:00,Ngọc Sơn 2,Other/unknown,,,
,2023-02-16T00:00:00,2023-02-07T00:00:00,Hạ Lý 1,Other/unknown,,,
,2025-03-03T00:00:00,2025-02-20T00:00:00,NGỌC XUYÊN 7,Other/unknown,,,
,2024-12-03T00:00:00,2024-11-04T00:00:00,HOÀ NGHĨA 1,Other/unknown,,,
,2025-05-28T00:00:00,2025-05-21T00:00:00,Đồng Thái 12,Other/unknown,,,
,2023-10-31T00:00:00,2023-10-28T00:00:00,Hồ Nam 5,Other/unknown,,,
,2025-04-19T00:00:00,2025-03-04T00:00:00,HOÀ NGHĨA 10,Other/unknown,,,
,2025-05-28T00:00:00,2025-05-23T00:00:00,HỢP ĐỨC 1,Other/unknown,,,
,2025-07-16T00:00:00,2025-07-15T00:00:00,Trần Thành Ngọ 2,Other/unknown,,,
,2025-06-17T00:00:00,2025-06-16T00:00:00,Vĩnh Niệm 8,Other/unknown,,,
,2025-07-23T00:00:00,2025-06-05T00:00:00,VIỆT TIẾN 1,Third party damage (bên thứ 3 gây ra),,,
,2024-02-26T00:00:00,2024-02-21T00:00:00,Đồng Hòa 3.4,Other/unknown,,,
,2025-06-02T00:00:00,2025-05-31T00:00:00,VINH QUANG 1,Other/unknown,,,
,2024-10-31T00:00:00,2024-10-16T00:00:00,VẠN HƯƠNG 4,Other/unknown,,,
,2022-11-07T00:00:00,2022-10-14T00:00:00,Hồng Bàng 1.6,Other/unknown,,,
,2024-01-12T00:00:00,2024-01-05T00:00:00,Bắc Hà 1.3,Other/unknown,,,
,2024-03-28T00:00:00,2024-03-28T00:00:00,TRƯỜNG SƠN 13,Other/unknown,,,
,2025-04-21T00:00:00,2025-03-28T00:00:00,NGỌC XUYÊN 7,Other/unknown,,,
,2023-10-24T00:00:00,2023-10-16T00:00:00,Hồ Nam 2,Other/unknown,,,
,2025-04-15T00:00:00,2025-04-14T00:00:00,Dư Hàng 4,Other/unknown,,,
,2023-11-01T00:00:00,2023-10-20T00:00:00,An Đồng 12,Other/unknown,,,
,2025-03-19T00:00:00,2025-03-18T00:00:00,Tràng Cát 2,Other/unknown,,,
,2022-09-15T00:00:00,2022-09-11T00:00:00,Đổng Quốc Bình 9,Other/unknown,,,
,2025-06-04T00:00:00,2025-06-02T00:00:00,VIỆT TIẾN 1,Third party damage (bên thứ 3 gây ra),,,
,2024-09-20T00:00:00,2024-09-18T00:00:00,Đằng Giang 14,Other/unknown,,,
,2024-04-28T00:00:00,2024-04-10T00:00:00,Đồng Hoà 2.1,Other/unknown,,,
,2025-02-07T00:00:00,2024-12-21T00:00:00,ĐA PHÚC 3,Other/unknown,,,
,2024-01-11T00:00:00,2024-01-02T00:00:00,Bắc Hà 1.6,Other/unknown,,,
,2024-08-28T00:00:00,2024-08-27T00:00:00,Đồng Hoà 1.6,Other/unknown,,,
,2025-08-28T00:00:00,2025-08-04T00:00:00,An Hưng 5.2,Other/unknown,,,
,2024-04-09T00:00:00,2024-03-31T00:00:00,Minh Khai 1,Other/unknown,,,
,2024-01-27T00:00:00,2024-01-23T00:00:00,Nghĩa xá 3,Other/unknown,,,
,2022-12-27T00:00:00,2022-12-20T00:00:00,Hoàng Văn Thụ 3,Other/unknown,,,
,2023-11-27T00:00:00,2023-11-23T00:00:00,Hồng Bàng 1.8,Other/unknown,,,
,2023-10-11T00:00:00,2023-10-06T00:00:00,Bắc Hà 2.4,Other/unknown,,,
,2024-05-30T00:00:00,2024-03-05T00:00:00,Đằng Hải 4,Other/unknown,,,
,2022-08-25T00:00:00,2022-08-23T00:00:00,Lạch Tray 8,Other/unknown,,,
,2024-10-23T00:00:00,2024-10-07T00:00:00,ANH DŨNG 11,Other/unknown,,,
,2024-10-29T00:00:00,2024-09-11T00:00:00,TRUNG LẬP 3,Other/unknown,,,
,2025-08-18T00:00:00,2025-08-14T00:00:00,CỘNG HIỀN 1,Third party damage (bên thứ 3 gây ra),,,
,2024-11-07T00:00:00,2024-11-05T00:00:00,TÂN HƯNG 3,Other/unknown,,,
,2024-11-19T00:00:00,2024-11-18T00:00:00,ĐHHA 1.17,Other/unknown,,,
,2025-09-22T00:00:00,2025-09-20T00:00:00,VINH QUANG 4,Third party damage (bên thứ 3 gây ra),,,
,2022-08-23T00:00:00,2022-04-09T00:00:00,Đằng Lâm 7,Other/unknown,,,
,2023-06-22T00:00:00,2022-06-03T00:00:00,Đồng Hoà 2.5,Other/unknown,,,
,2025-06-09T00:00:00,2025-06-07T00:00:00,Dư Hàng Kênh 15,Other/unknown,,,
,2024-11-01T00:00:00,2024-10-30T00:00:00,VẠN HƯƠNG 1,Other/unknown,,,
,2024-12-22T00:00:00,2024-12-15T00:00:00,Vạn Mỹ 4,Other/unknown,,,
,2024-11-19T00:00:00,2024-11-19T00:00:00,MỸ ĐỨC 9,Other/unknown,,,
,2024-01-11T00:00:00,2024-01-09T00:00:00,Đông Khê 14,Other/unknown,,,
,2025-05-26T00:00:00,2025-05-22T00:00:00,Hạ Lý 6,Other/unknown,,,
,2024-12-06T00:00:00,2024-12-04T00:00:00,An Đồng 4,Other/unknown,,,
,2024-06-10T00:00:00,2024-05-24T00:00:00,MINH ĐỨC 8-TN,Other/unknown,,,
,2025-09-20T00:00:00,2025-09-19T00:00:00,HƯNG NHÂN 1,Third party damage (bên thứ 3 gây ra),,,
,2025-06-30T00:00:00,2025-06-27T00:00:00,Thành Tô 4,Other/unknown,,,
,2024-09-13T00:00:00,2024-09-13T00:00:00,Nam Sơn 2,Other/unknown,,,
,2024-06-10T00:00:00,2024-04-14T00:00:00,Tràng Cát 5,Other/unknown,,,
,2025-05-26T00:00:00,2025-05-08T00:00:00,Lê Lợi 1,Other/unknown,,,
,2023-10-18T00:00:00,2023-10-11T00:00:00,Bắc Hà 2.1,Other/unknown,,,
,2024-06-06T00:00:00,2024-05-12T00:00:00,Cát Bi 9,Other/unknown,,,
,2024-03-04T00:00:00,2024-02-20T00:00:00,Cầu Tre 4,Other/unknown,,,
,2023-03-16T00:00:00,2023-03-03T00:00:00,Trại Cau 6,Other/unknown,,,
,2024-12-31T00:00:00,2024-12-27T00:00:00,NGŨ PHÚC 3,Other/unknown,,,
