meter_name,branch,installation_time,longitude,latitude
CẦU RÀO 1,Quán Vĩnh-Nước TK,2024-01-01T01:00:00,,
CẦU RẼ,Quán Vĩnh-Nước TK,2024-01-01T01:00:00,,
CHỢ CÁT BI,Quán Vĩnh-Nước TK,2024-01-01T01:00:00,,
CỐNG MÁY ĐÈN,Quán Vĩnh-Nước TK,2024-01-01T01:00:00,,
D300 Cầu Rào,Quán Vĩnh-Nước TK,2024-01-01T01:00:00,,
D300 TRẦN NGUYÊN HÃN,Quán Vĩnh-Nước TK,2024-01-01T01:00:00,,
D400 ĐA PHÚC,Quán Vĩnh-Nước TK,2024-01-01T01:00:00,,
D400 LẠCH TRAY,Quán Vĩnh-Nước TK,2024-01-01T01:00:00,,
D400 NGÃ 6 NGƯỢC,Quán Vĩnh-Nước TK,2024-01-01T01:00:00,,
D400 NGÃ 6 THUẬN,Quán Vĩnh-Nước TK,2024-01-01T01:00:00,,
D400 THÀNH ĐỘI,Quán Vĩnh-Nước TK,2024-01-01T01:00:00,,
ĐA PHÚC,Quán Vĩnh-Nước TK,2024-01-01T01:00:00,,
ĐINH TIÊN HOÀNG,Quán Vĩnh-Nước TK,2024-01-01T01:00:00,,
ĐÌNH VŨ,Quán Vĩnh-Nước TK,2024-01-01T01:00:00,,
ĐỒNG HÒA,Quán Vĩnh-Nước TK,2024-01-01T01:00:00,,
ĐỔNG QUỐC BÌNH,Quán Vĩnh-Nước TK,2024-01-01T01:00:00,,
NGÃ 3 NINH HẢI,Quán Vĩnh-Nước TK,2024-01-01T01:00:00,,
NƯỚC TINH KHIẾT,Quán Vĩnh-Nước TK,2024-01-01T01:00:00,,
Quán Vĩnh,Quán Vĩnh-Nước TK,2024-01-01T01:00:00,,
QUẢNG ĐẠT,Quán Vĩnh-Nước TK,2024-02-05T09:00:00,,
SỞ DẦU,Quán Vĩnh-Nước TK,2024-01-01T01:00:00,,
SÔNG HE,Quán Vĩnh-Nước TK,2024-01-01T01:00:00,,
TÂN DƯƠNG,Quán Vĩnh-Nước TK,2024-01-01T01:00:00,,
TỔNG TRƯỜNG SƠN-CẦU KIẾN AN,Quán Vĩnh-Nước TK,2024-01-01T01:00:00,,
AN TRÀNG,CNHP5,2024-01-01T01:00:00,,
AN TRÀNG TỔNG,CNHP5,2024-01-01T01:00:00,,
Áng Sơn 1 - Trường Sơn 7,CNHP5,2024-01-01T01:00:00,,
Áng Sơn 2,CNHP5,2024-01-01T01:00:00,,
Bắc Sơn 1,CNHP5,2024-01-01T01:00:00,,
BẮC SƠN 2,CNHP5,2024-01-01T01:00:00,,
Bắc Sơn 3,CNHP5,2024-01-01T01:00:00,,
Bắc Sơn 4,CNHP5,2024-01-01T01:00:00,,
Bắc Sơn 5,CNHP5,2024-01-01T01:00:00,,
BẮC SƠN 6,CNHP5,2024-01-01T01:00:00,,
Bắc Sơn 7,CNHP5,2024-01-01T01:00:00,,
Bắc Sơn 9,CNHP5,2024-01-01T01:00:00,,
D200 Thái Sơn,CNHP5,2025-07-16T11:25:00,,
D300 NGUYỄN LƯƠNG BẰNG,CNHP5,2024-12-13T12:25:00,,
D300-D400 ĐỒNG HÒA,CNHP5,2024-12-13T12:25:00,,
D400 TRẦN THÀNH NGỌ,CNHP5,2024-12-13T12:25:00,,
D500 TRẦN NHÂN TÔNG,CNHP5,2024-12-13T12:25:00,,
ĐẶNG CƯƠNG 2,CNHP5,2024-01-01T01:00:00,,
Đặng Cương 4,CNHP5,2024-01-01T01:00:00,,
Đặng Cương 5,CNHP5,2024-01-01T01:00:00,,
ĐỒNG HÒA 1,CNHP5,2024-01-01T01:00:00,,
ĐỒNG HÒA 10,CNHP5,2024-11-06T15:55:00,,
ĐỒNG HÒA 2,CNHP5,2024-01-01T01:00:00,,
ĐỒNG HÒA 3,CNHP5,2024-01-01T01:00:00,,
ĐỒNG HÒA 3.11-3.12,CNHP5,2025-02-11T10:05:00,,
ĐỒNG HÒA 4,CNHP5,2024-01-01T01:00:00,,
ĐỒNG HÒA 5,CNHP5,2024-01-01T01:00:00,,
ĐỒNG HÒA 6,CNHP5,2024-01-01T01:00:00,,
ĐỒNG HÒA 7,CNHP5,2024-01-01T01:00:00,,
ĐỒNG HÒA 8,CNHP5,2024-01-01T01:00:00,,
ĐỒNG HÒA 9,CNHP5,2024-01-01T01:00:00,,
HỒNG THÁI 1,CNHP5,2024-01-01T01:00:00,,
HỒNG THÁI 2,CNHP5,2024-01-01T01:00:00,,
HỒNG THÁI 3,CNHP5,2024-01-01T01:00:00,,
HỒNG THÁI 4,CNHP5,2024-01-01T01:00:00,,
HỒNG THÁI 5,CNHP5,2024-01-01T01:00:00,,
HỒNG THÁI 6,CNHP5,2024-01-01T01:00:00,,
HỒNG THÁI 7,CNHP5,2024-01-01T01:00:00,,
HỒNG THÁI 8,CNHP5,2024-12-13T12:25:00,,
LÃM HÀ 1,CNHP5,2024-01-01T01:00:00,,
LÃM HÀ 10,CNHP5,2024-01-01T01:00:00,,
LÃM HÀ 11,CNHP5,2024-01-01T01:00:00,,
LÃM HÀ 12,CNHP5,2024-01-01T01:00:00,,
LÃM HÀ 3,CNHP5,2024-01-01T01:00:00,,
LÃM HÀ 4,CNHP5,2024-01-01T01:00:00,,
LÃM HÀ 5,CNHP5,2024-01-01T01:00:00,,
LÃM HÀ 6,CNHP5,2024-01-01T01:00:00,,
LÃM HÀ 7,CNHP5,2024-01-01T01:00:00,,
LÃM HÀ 8,CNHP5,2024-01-01T01:00:00,,
LÃM HÀ 9,CNHP5,2024-01-01T01:00:00,,
NAM SƠN 1,CNHP5,2024-01-01T01:00:00,,
NAM SƠN 2,CNHP5,2024-01-01T01:00:00,,
NAM SƠN 3,CNHP5,2024-01-01T01:00:00,,
NAM SƠN 4,CNHP5,2024-01-01T01:00:00,,
Nam Sơn 5 - Bắc Sơn 8,CNHP5,2024-01-01T01:00:00,,
Nam Sơn 6,CNHP5,2024-01-01T01:00:00,,
Nam Sơn 7,CNHP5,2024-01-01T01:00:00,,
NGỌC SƠN 1,CNHP5,2024-01-01T01:00:00,,
NGỌC SƠN 2-3,CNHP5,2024-01-01T01:00:00,,
NGỌC SƠN 4,CNHP5,2024-01-01T01:00:00,,
NGỌC SƠN 5,CNHP5,2024-01-01T01:00:00,,
Ngọc Sơn 6,CNHP5,2024-01-01T01:00:00,,
PHÙ LIỄN 1,CNHP5,2024-01-01T01:00:00,,
PHÙ LIỄN 2,CNHP5,2024-01-01T01:00:00,,
PHÙ LIỄN 3,CNHP5,2024-01-01T01:00:00,,
PHÙ LIỄN 4,CNHP5,2024-01-01T01:00:00,,
PHÙ LIỄN 5,CNHP5,2024-01-01T01:00:00,,
QUÁN TRỮ 1,CNHP5,2024-01-01T01:00:00,,
QUÁN TRỮ 2,CNHP5,2024-01-01T01:00:00,,
QUÁN TRỮ 3,CNHP5,2024-01-01T01:00:00,,
QUÁN TRỮ 4,CNHP5,2024-01-01T01:00:00,,
QUÁN TRỮ 5,CNHP5,2024-01-01T01:00:00,,
QUÁN TRỮ 6,CNHP5,2024-01-01T01:00:00,,
QUÁN TRỮ 7,CNHP5,2024-01-01T01:00:00,,
QUÁN TRỮ 8,CNHP5,2024-01-01T01:00:00,,
QUÁN TRỮ 9,CNHP5,2024-01-01T01:00:00,,
QUỐC TUẤN 1,CNHP5,2024-01-01T01:00:00,,
QUỐC TUẤN 2,CNHP5,2025-09-15T10:25:00,,
QUỐC TUẤN 3,CNHP5,2024-01-01T01:00:00,,
QUỐC TUẤN 4,CNHP5,2024-01-01T01:00:00,,
TÂN DÂN 2-3,CNHP5,2024-01-01T01:00:00,,
TÂN DÂN 4-5,CNHP5,2024-01-01T01:00:00,,
Thái Sơn 1,CNHP5,2024-01-01T01:00:00,,
Thái Sơn 2,CNHP5,2024-01-01T01:00:00,,
Thái Sơn 3,CNHP5,2024-01-01T01:00:00,,
Thái Sơn 4,CNHP5,2024-01-01T01:00:00,,
Thái Sơn 5,CNHP5,2024-01-01T01:00:00,,
TỔNG AN DƯƠNG,CNHP5,2025-09-15T10:25:00,,
TRẦN THÀNH NGỌ 1 - D300 PĐL(BĐKA),CNHP5,2024-01-01T01:00:00,,
Trần Thành Ngọ 2,CNHP5,2024-01-01T01:00:00,,
Trần Thành Ngọ 3,CNHP5,2024-01-01T01:00:00,,
TRẦN THÀNH NGỌ 4,CNHP5,2024-01-01T01:00:00,,
Trần Thành Ngọ 5,CNHP5,2024-01-01T01:00:00,,
TRẦN THÀNH NGỌ 6,CNHP5,2024-01-01T01:00:00,,
TRÀNG MINH 1,CNHP5,2024-01-01T01:00:00,,
TRÀNG MINH 2,CNHP5,2024-12-13T12:25:00,,
Tràng Minh 3,CNHP5,2024-01-01T01:00:00,,
TRÀNG MINH 4-8,CNHP5,2024-01-01T01:00:00,,
TRÀNG MINH 5,CNHP5,2024-01-01T01:00:00,,
Tràng Minh 6,CNHP5,2024-01-01T01:00:00,,
TRÀNG MINH 7,CNHP5,2024-01-01T01:00:00,,
Trường Sơn 1,CNHP5,2024-01-01T01:00:00,,
Trường Sơn 10,CNHP5,2024-12-13T12:25:00,,
Trường Sơn 11,CNHP5,2024-01-01T01:00:00,,
Trường Sơn 13,CNHP5,2024-01-01T01:00:00,,
Trường Sơn 14,CNHP5,2024-01-01T01:00:00,,
TRƯỜNG SƠN 15,CNHP5,2024-01-01T01:00:00,,
TRƯỜNG SƠN 16,CNHP5,2024-01-01T01:00:00,,
Trường Sơn 17,CNHP5,2024-12-13T12:25:00,,
Trường Sơn 2,CNHP5,2024-01-01T01:00:00,,
Trường Sơn 3,CNHP5,2024-01-01T01:00:00,,
Trường Sơn 5,CNHP5,2024-01-01T01:00:00,,
Trường Sơn 6,CNHP5,2024-01-01T01:00:00,,
Trường Sơn 9,CNHP5,2024-12-13T12:25:00,,
Văn Đẩu 1,CNHP5,2024-01-01T01:00:00,,
Văn Đẩu 2,CNHP5,2024-01-01T01:00:00,,
Văn Đẩu 3,CNHP5,2024-01-01T01:00:00,,
Văn Đẩu 4,CNHP5,2024-01-01T01:00:00,,
Văn Đẩu 5,CNHP5,2024-01-01T01:00:00,,
Văn Đẩu 6,CNHP5,2024-01-01T01:00:00,,
VĂN ĐẨU 7,CNHP5,2024-01-01T01:00:00,,
Văn Đẩu 8,CNHP5,2024-01-01T01:00:00,,
VĂN ĐẨU 9,CNHP5,2024-01-01T01:00:00,,
An Biên 1.1,CN Trung tâm,2024-01-01T01:00:00,,
An Biên 1.2.1,CN Trung tâm,2024-01-01T01:00:00,,
An Biên 1.2.2,CN Trung tâm,2024-01-01T01:00:00,,
An Biên 2.1,CN Trung tâm,2024-01-01T01:00:00,,
An Biên 2.2,CN Trung tâm,2024-01-01T01:00:00,,
An Biên 2.3,CN Trung tâm,2024-01-01T01:00:00,,
AN ĐÀ,CN Trung tâm,2024-01-01T01:00:00,,
AN DƯƠNG 1,CN Trung tâm,2024-01-01T01:00:00,,
AN DƯƠNG 2,CN Trung tâm,2024-01-01T01:00:00,,
AN DƯƠNG 3,CN Trung tâm,2024-01-01T01:00:00,,
AN DƯƠNG 4,CN Trung tâm,2024-01-01T01:00:00,,
AN DƯƠNG 5,CN Trung tâm,2024-01-01T01:00:00,,
AN DƯƠNG 6,CN Trung tâm,2024-01-01T01:00:00,,
AN DƯƠNG 7,CN Trung tâm,2024-01-01T01:00:00,,
AN DƯƠNG 8-9,CN Trung tâm,2024-01-01T01:00:00,,
BÌNH HẢI 1,CN Trung tâm,2024-01-01T01:00:00,,
Bình Hải 3,CN Trung tâm,2024-01-01T01:00:00,,
Bình Hải 4,CN Trung tâm,2024-01-01T01:00:00,,
Bình Hải 5,CN Trung tâm,2024-01-01T01:00:00,,
Bình Hải 6,CN Trung tâm,2024-01-01T01:00:00,,
Bình Hải 7,CN Trung tâm,2024-01-01T01:00:00,,
Cát Dài 1,CN Trung tâm,2024-01-01T01:00:00,,
CÁT DÀI 3,CN Trung tâm,2024-01-01T01:00:00,,
Cát Dài 4,CN Trung tâm,2024-01-01T01:00:00,,
Cát Dài 5,CN Trung tâm,2024-01-01T01:00:00,,
Cát Dài 6,CN Trung tâm,2024-01-01T01:00:00,,
Cát Dài 8,CN Trung tâm,2024-01-01T01:00:00,,
Cát Dài 9,CN Trung tâm,2024-01-01T01:00:00,,
CẦU ĐẤT 1,CN Trung tâm,2024-01-01T01:00:00,,
Cầu Đất 10,CN Trung tâm,2024-01-01T01:00:00,,
CẦU ĐẤT 11,CN Trung tâm,2024-01-01T01:00:00,,
CẦU ĐẤT 12,CN Trung tâm,2024-01-01T01:00:00,,
CẦU ĐẤT 13,CN Trung tâm,2024-01-01T01:00:00,,
CẦU ĐẤT 14,CN Trung tâm,2024-01-01T01:00:00,,
Cầu Đất 2,CN Trung tâm,2024-01-01T01:00:00,,
CẦU ĐẤT 3,CN Trung tâm,2024-01-01T01:00:00,,
CẦU ĐẤT 4,CN Trung tâm,2024-01-01T01:00:00,,
CẦU ĐẤT 5,CN Trung tâm,2024-01-01T01:00:00,,
CẦU ĐẤT 6,CN Trung tâm,2024-01-01T01:00:00,,
Cầu Đất 7,CN Trung tâm,2024-01-01T01:00:00,,
CẦU ĐẤT 8,CN Trung tâm,2024-01-01T01:00:00,,
CẦU ĐẤT 9,CN Trung tâm,2024-01-01T01:00:00,,
CẦU TRE 1,CN Trung tâm,2024-01-01T01:00:00,,
Cầu Tre 2-3,CN Trung tâm,2024-01-01T01:00:00,,
Cầu Tre 4,CN Trung tâm,2024-01-01T01:00:00,,
CẦU TRE 5,CN Trung tâm,2024-01-01T01:00:00,,
CẦU TRE 6,CN Trung tâm,2024-01-01T01:00:00,,
Cầu Tre 7-10,CN Trung tâm,2024-01-01T01:00:00,,
CẦU TRE 8-9,CN Trung tâm,2024-01-01T01:00:00,,
D300 Bạch Đằng,CN Trung tâm,2024-12-24T09:00:00,,
D400 Đà Nẵng,CN Trung tâm,2024-12-24T09:00:00,,
D500 VÕ NGUYÊN GIÁP,CN Trung tâm,2024-10-25T08:00:00,,
ĐẰNG GIANG 1,CN Trung tâm,2024-01-01T01:00:00,,
ĐẰNG GIANG 10,CN Trung tâm,2024-01-01T01:00:00,,
ĐẰNG GIANG 11,CN Trung tâm,2024-01-01T01:00:00,,
ĐẰNG GIANG 13,CN Trung tâm,2024-01-01T01:00:00,,
ĐẰNG GIANG 14,CN Trung tâm,2024-01-01T01:00:00,,
ĐẰNG GIANG 15,CN Trung tâm,2024-01-01T01:00:00,,
ĐẰNG GIANG 3,CN Trung tâm,2024-01-01T01:00:00,,
ĐẰNG GIANG 4,CN Trung tâm,2025-06-16T11:25:00,,
ĐẰNG GIANG 6,CN Trung tâm,2024-01-01T01:00:00,,
ĐẰNG GIANG 6A,CN Trung tâm,2024-01-01T01:00:00,,
ĐẰNG GIANG 6B,CN Trung tâm,2024-01-01T01:00:00,,
ĐẰNG GIANG 7-8,CN Trung tâm,2024-01-01T01:00:00,,
ĐHLC 1,CN Trung tâm,2024-01-01T01:00:00,,
ĐHLC 11,CN Trung tâm,2024-01-01T01:00:00,,
ĐHLC 2,CN Trung tâm,2024-01-01T01:00:00,,
ĐHLC 3-4,CN Trung tâm,2024-01-01T01:00:00,,
ĐHLC 5,CN Trung tâm,2024-01-01T01:00:00,,
ĐHLC 6,CN Trung tâm,2024-01-01T01:00:00,,
ĐHLC 7,CN Trung tâm,2024-01-01T01:00:00,,
ĐHLC 8,CN Trung tâm,2024-01-01T01:00:00,,
ĐHLC 9,CN Trung tâm,2024-12-13T12:25:00,,
Đông Khê 1,CN Trung tâm,2024-01-01T01:00:00,,
Đông Khê 10,CN Trung tâm,2024-01-01T01:00:00,,
Đông Khê 11,CN Trung tâm,2024-01-01T01:00:00,,
Đông Khê 12-13,CN Trung tâm,2024-01-01T01:00:00,,
Đông Khê 14,CN Trung tâm,2024-01-01T01:00:00,,
Đông Khê 15,CN Trung tâm,2024-01-01T01:00:00,,
Đông Khê 17,CN Trung tâm,2024-12-04T12:00:00,,
Đông Khê 2,CN Trung tâm,2024-01-01T01:00:00,,
Đông Khê 3 - 16,CN Trung tâm,2024-01-01T01:00:00,,
Đông Khê 4,CN Trung tâm,2024-01-01T01:00:00,,
Đông Khê 6,CN Trung tâm,2024-01-01T01:00:00,,
Đông Khê 7,CN Trung tâm,2024-01-01T01:00:00,,
Đông Khê 8,CN Trung tâm,2024-01-01T01:00:00,,
Đông Khê 9,CN Trung tâm,2024-01-01T01:00:00,,
Đổng Quốc Bình 2 - Đằng Giang 5D,CN Trung tâm,2024-01-01T01:00:00,,
ĐỔNG QUỐC BÌNH 3,CN Trung tâm,2024-01-01T01:00:00,,
Đổng Quốc Bình 4,CN Trung tâm,2024-01-01T01:00:00,,
Đổng Quốc Bình 5,CN Trung tâm,2024-01-01T01:00:00,,
ĐỔNG QUỐC BÌNH 6-2A,CN Trung tâm,2024-01-01T01:00:00,,
ĐỔNG QUỐC BÌNH 6-2C,CN Trung tâm,2024-01-01T01:00:00,,
ĐỔNG QUỐC BÌNH 7,CN Trung tâm,2024-01-01T01:00:00,,
ĐỔNG QUỐC BÌNH 8,CN Trung tâm,2024-01-01T01:00:00,,
ĐỔNG QUỐC BÌNH 9,CN Trung tâm,2024-01-01T01:00:00,,
DƯ HÀNG 1.1-1,CN Trung tâm,2024-01-01T01:00:00,,
DƯ HÀNG 2,CN Trung tâm,2024-01-01T01:00:00,,
DƯ HÀNG 3,CN Trung tâm,2024-01-01T01:00:00,,
DƯ HÀNG 4,CN Trung tâm,2024-01-01T01:00:00,,
DƯ HÀNG 5,CN Trung tâm,2024-01-01T01:00:00,,
DƯ HÀNG 6,CN Trung tâm,2024-01-01T01:00:00,,
DƯ HÀNG 7-8,CN Trung tâm,2024-01-01T01:00:00,,
DƯ HÀNG KÊNH 1,CN Trung tâm,2024-01-01T01:00:00,,
DƯ HÀNG KÊNH 10,CN Trung tâm,2024-01-01T01:00:00,,
DƯ HÀNG KÊNH 11-16,CN Trung tâm,2024-01-01T01:00:00,,
Dư Hàng Kênh 12 - Vĩnh Niệm 21,CN Trung tâm,2024-01-01T01:00:00,,
DƯ HÀNG KÊNH 14,CN Trung tâm,2024-01-01T01:00:00,,
DƯ HÀNG KÊNH 15,CN Trung tâm,2024-01-01T01:00:00,,
DƯ HÀNG KÊNH 17,CN Trung tâm,2024-01-01T01:00:00,,
Dư Hàng Kênh 18,CN Trung tâm,2024-01-01T01:00:00,,
DƯ HÀNG KÊNH 19,CN Trung tâm,2024-01-01T01:00:00,,
DƯ HÀNG KÊNH 3,CN Trung tâm,2024-01-01T01:00:00,,
DƯ HÀNG KÊNH 4,CN Trung tâm,2024-01-01T01:00:00,,
DƯ HÀNG KÊNH 5-8,CN Trung tâm,2024-01-01T01:00:00,,
DƯ HÀNG KÊNH 6,CN Trung tâm,2024-01-01T01:00:00,,
DƯ HÀNG KÊNH 7,CN Trung tâm,2024-01-01T01:00:00,,
DƯ HÀNG KÊNH 9-13,CN Trung tâm,2024-01-01T01:00:00,,
GIA VIÊN 1,CN Trung tâm,2024-01-01T01:00:00,,
Gia Viên 10,CN Trung tâm,2024-01-01T01:00:00,,
GIA VIÊN 1A,CN Trung tâm,2024-01-01T01:00:00,,
GIA VIÊN 2,CN Trung tâm,2024-01-01T01:00:00,,
GIA VIÊN 3,CN Trung tâm,2024-01-01T01:00:00,,
GIA VIÊN 4,CN Trung tâm,2024-01-01T01:00:00,,
GIA VIÊN 5,CN Trung tâm,2024-01-01T01:00:00,,
Gia Viên 7,CN Trung tâm,2024-01-01T01:00:00,,
Gia Viên 8,CN Trung tâm,2024-01-01T01:00:00,,
Gia Viên 9,CN Trung tâm,2024-01-01T01:00:00,,
Hạ Lý 1,CN Trung tâm,2024-01-01T01:00:00,,
Hạ Lý 2,CN Trung tâm,2024-01-01T01:00:00,,
Hạ Lý 3,CN Trung tâm,2024-01-01T01:00:00,,
Hạ Lý 5,CN Trung tâm,2024-01-01T01:00:00,,
Hạ Lý 6,CN Trung tâm,2024-01-01T01:00:00,,
Hạ Lý 7,CN Trung tâm,2024-01-01T01:00:00,,
Hạ Lý 8,CN Trung tâm,2024-01-01T01:00:00,,
Hạ Lý 9,CN Trung tâm,2024-01-01T01:00:00,,
Hàng Kênh 1,CN Trung tâm,2024-01-01T01:00:00,,
Hàng Kênh 10,CN Trung tâm,2024-01-01T01:00:00,,
Hàng Kênh 2,CN Trung tâm,2024-01-01T01:00:00,,
Hàng Kênh 3,CN Trung tâm,2024-01-01T01:00:00,,
Hàng Kênh 4,CN Trung tâm,2024-01-01T01:00:00,,
HÀNG KÊNH 7,CN Trung tâm,2024-01-01T01:00:00,,
HÀNG KÊNH 8,CN Trung tâm,2024-01-01T01:00:00,,
Hàng Kênh 9,CN Trung tâm,2024-01-01T01:00:00,,
HỒ NAM 1,CN Trung tâm,2024-01-01T01:00:00,,
HỒ NAM 10,CN Trung tâm,2024-01-01T01:00:00,,
HỒ NAM 2,CN Trung tâm,2024-01-01T01:00:00,,
HỒ NAM 3,CN Trung tâm,2024-01-01T01:00:00,,
HỒ NAM 5,CN Trung tâm,2024-01-01T01:00:00,,
HỒ NAM 6,CN Trung tâm,2024-01-01T01:00:00,,
HỒ NAM 7-8,CN Trung tâm,2024-01-01T01:00:00,,
HỒ NAM 9,CN Trung tâm,2024-01-01T01:00:00,,
Hoàng Văn Thụ 1,CN Trung tâm,2024-01-01T01:00:00,,
Hoàng Văn Thụ 2,CN Trung tâm,2024-01-01T01:00:00,,
Hoàng Văn Thụ 3,CN Trung tâm,2024-01-01T01:00:00,,
Hồng Bàng 1.1,CN Trung tâm,2024-01-01T01:00:00,,
Hồng Bàng 1.10,CN Trung tâm,2024-01-01T01:00:00,,
Hồng Bàng 1.2,CN Trung tâm,2024-01-01T01:00:00,,
Hồng Bàng 1.3,CN Trung tâm,2024-01-01T01:00:00,,
Hồng Bàng 1.4,CN Trung tâm,2024-01-01T01:00:00,,
Hồng Bàng 1.5,CN Trung tâm,2024-01-01T01:00:00,,
Hồng Bàng 1.6,CN Trung tâm,2024-01-01T01:00:00,,
Hồng Bàng 1.7,CN Trung tâm,2024-01-01T01:00:00,,
Hồng Bàng 1.8,CN Trung tâm,2024-01-01T01:00:00,,
Hồng Bàng 1.9,CN Trung tâm,2024-01-01T01:00:00,,
KÊNH DƯƠNG 1,CN Trung tâm,2024-01-01T01:00:00,,
Kênh Dương 11,CN Trung tâm,2024-01-01T01:00:00,,
Kênh Dương 12,CN Trung tâm,2024-01-01T01:00:00,,
KÊNH DƯƠNG 2,CN Trung tâm,2024-01-01T01:00:00,,
KÊNH DƯƠNG 3,CN Trung tâm,2024-01-01T01:00:00,,
Kênh Dương 4,CN Trung tâm,2024-01-01T01:00:00,,
Kênh Dương 5,CN Trung tâm,2024-01-01T01:00:00,,
KÊNH DƯƠNG 6,CN Trung tâm,2024-01-01T01:00:00,,
KÊNH DƯƠNG 7,CN Trung tâm,2024-01-01T01:00:00,,
Kênh Dương 8,CN Trung tâm,2024-01-01T01:00:00,,
Kênh Dương 9,CN Trung tâm,2024-01-01T01:00:00,,
Lạc Viên 10,CN Trung tâm,2024-01-01T01:00:00,,
Lạc Viên 11,CN Trung tâm,2024-01-01T01:00:00,,
Lạc Viên 12,CN Trung tâm,2024-01-01T01:00:00,,
Lạc Viên 13,CN Trung tâm,2024-01-01T01:00:00,,
Lạc Viên 1-7,CN Trung tâm,2024-01-01T01:00:00,,
Lạc Viên 3,CN Trung tâm,2024-01-01T01:00:00,,
LẠC VIÊN 4-5,CN Trung tâm,2024-01-01T01:00:00,,
Lạc Viên 6 ,CN Trung tâm,2024-01-01T01:00:00,,
Lạc Viên 8,CN Trung tâm,2024-01-01T01:00:00,,
Lạc Viên 9,CN Trung tâm,2024-01-01T01:00:00,,
LẠCH TRAY 1,CN Trung tâm,2024-01-01T01:00:00,,
LẠCH TRAY 2,CN Trung tâm,2024-01-01T01:00:00,,
LẠCH TRAY 3,CN Trung tâm,2024-01-01T01:00:00,,
LẠCH TRAY 4,CN Trung tâm,2024-01-01T01:00:00,,
LẠCH TRAY 5,CN Trung tâm,2024-01-01T01:00:00,,
LẠCH TRAY 6,CN Trung tâm,2024-01-01T01:00:00,,
LẠCH TRAY 8,CN Trung tâm,2024-01-01T01:00:00,,
Lam Sơn 12,CN Trung tâm,2024-01-01T01:00:00,,
LAM SƠN 14,CN Trung tâm,2024-01-01T01:00:00,,
LAM SƠN 15-1,CN Trung tâm,2024-01-01T01:00:00,,
Lam Sơn 2-3,CN Trung tâm,2024-01-01T01:00:00,,
Lam Sơn 5-6,CN Trung tâm,2024-01-01T01:00:00,,
Lam Sơn 7,CN Trung tâm,2024-01-01T01:00:00,,
Lam Sơn 8,CN Trung tâm,2024-01-01T01:00:00,,
Lam Sơn 9,CN Trung tâm,2024-01-01T01:00:00,,
LÊ LỢI 1,CN Trung tâm,2024-01-01T01:00:00,,
LÊ LỢI 2,CN Trung tâm,2024-01-01T01:00:00,,
LÊ LỢI 3,CN Trung tâm,2024-01-01T01:00:00,,
LÊ LỢI 4,CN Trung tâm,2024-01-01T01:00:00,,
Máy Chai 1,CN Trung tâm,2024-01-01T01:00:00,,
Máy Chai 10,CN Trung tâm,2024-01-01T01:00:00,,
MÁY CHAI 11,CN Trung tâm,2024-01-01T01:00:00,,
Máy Chai 12,CN Trung tâm,2024-01-01T01:00:00,,
Máy Chai 2,CN Trung tâm,2024-01-01T01:00:00,,
MÁY CHAI 3,CN Trung tâm,2024-01-01T01:00:00,,
Máy Chai 4,CN Trung tâm,2024-01-01T01:00:00,,
Máy Chai 5,CN Trung tâm,2024-01-01T01:00:00,,
Máy Chai 6,CN Trung tâm,2024-01-01T01:00:00,,
Máy Chai 7,CN Trung tâm,2024-01-01T01:00:00,,
Máy Chai 8,CN Trung tâm,2024-01-01T01:00:00,,
Máy Chai 9,CN Trung tâm,2024-01-01T01:00:00,,
MÁY TƠ 1,CN Trung tâm,2024-01-01T01:00:00,,
MÁY TƠ 2,CN Trung tâm,2024-01-01T01:00:00,,
MÁY TƠ 3,CN Trung tâm,2024-01-01T01:00:00,,
MÁY TƠ 4,CN Trung tâm,2024-01-01T01:00:00,,
MÁY TƠ 5,CN Trung tâm,2024-01-01T01:00:00,,
MÁY TƠ 6,CN Trung tâm,2024-01-01T01:00:00,,
Máy Tơ 8,CN Trung tâm,2024-01-01T01:00:00,,
MÁY TƠ 9-10,CN Trung tâm,2024-01-01T01:00:00,,
Minh Khai 1-2,CN Trung tâm,2024-01-01T01:00:00,,
Minh Khai 3,CN Trung tâm,2024-01-01T01:00:00,,
Minh Khai 4 - Máy Tơ 11,CN Trung tâm,2024-01-01T01:00:00,,
Nghĩa Xá 10,CN Trung tâm,2024-01-01T01:00:00,,
Nghĩa Xá 11-2,CN Trung tâm,2024-01-01T01:00:00,,
Nghĩa Xá 1-7,CN Trung tâm,2024-01-01T01:00:00,,
Nghĩa Xá 3,CN Trung tâm,2024-01-01T01:00:00,,
Nghĩa Xá 5,CN Trung tâm,2024-01-01T01:00:00,,
Niệm Nghĩa 1-3 - Nghĩa Xá 4,CN Trung tâm,2024-01-01T01:00:00,,
Niệm Nghĩa 2,CN Trung tâm,2024-01-01T01:00:00,,
Niệm Nghĩa 4,CN Trung tâm,2024-01-01T01:00:00,,
Niệm Nghĩa 5,CN Trung tâm,2024-01-01T01:00:00,,
Niệm Nghĩa 6,CN Trung tâm,2024-01-01T01:00:00,,
Niệm Nghĩa 7,CN Trung tâm,2024-01-01T01:00:00,,
NX 8 - VN 2 - NX6,CN Trung tâm,2024-01-01T01:00:00,,
SỞ DẦU 1,CN Trung tâm,2024-01-01T01:00:00,,
SỞ DẦU 10-16,CN Trung tâm,2024-01-01T01:00:00,,
